article,comment,is_positive,thumbs_up,thumbs_down
Mazur: Nie popadajmy w histerię,"Myślę, że nie ma co przesadzać. Mecz faktycznie jest dość późno, ale mamy do czynienia z profesjonalistami. Już Polacy udowodnili, że skrajne godziny im nie straszne. Będzie dobrze.",0,0,0
Mazur: Nie popadajmy w histerię,"Uważam, że przyjęto niezbyt sprawiedliwy system rozgrywek!  W grupach każdy z każdym - wyłoniono po 4 najlepsze drużyny  - O.K. Półfinały i finały - O.K. Ale w pewnym sensieCzytaj całość
 przypadkowy JEDEN mecz ćwierćfinałowy  - to słaby punkt tego systemu.
  W tej fazie wystarczyłoby dorzucić TYLKO jeden dodatkowy termin i uniknięto by ,,loteryjki,,.
Zamiast spotkań ćwierćfinałowych: 1-sza i 4-ta drużyny  grupy  A rozegrałyby mecze z 2-gą i 3-cią drugiej grupy B (i odwrotnie) i po zaliczeniu meczów wcześniej rozegranych w każdej z tych nowych czterodrużynowych grup pierwsze   drużyny  spotkałyby się w półfinale z drugimi drużynami przeciwnej grupy!",0,1,0
Mazur: Nie popadajmy w histerię,"Jeśli zespół pojechał, wygrać mistrzostwo, a nie tylko ćwierćfinał, nie powinien lekceważyć, wieczornych godzin meczu, bo finał był od dawna zaplanowany, na wieczór, a nie rano.",0,3,0
#dziejesiewsporcie: Polska ma nowy tenisowy talent?! Wideo z synem Janowicza zachwyca,"Ktoś wie, co teraz porabia Janowicz ? Jest z rodziną na utrzymaniu tatusia-biznesmena ?",0,0,0
Bencić: Medal dla Martiny i Rogera,"Martina Higgins, gdy grała była obok Moniki Seles najbardziej znienawidzoną tenisistką przez niemieckie, amerykańskie, angielskie media i polski Eurosport vide Karol ""Bluzgi""Czytaj całość
 Stopa. Dziś młody Rafał Motyka, aby obowiązkowo jakoś wylizać przegranemu w ostatnich latach Rożerowi, propaguje bezkrytycznie między innymi ""złotą myśl"" ograniczonej Bencic ( co za szwajcarskie nazwisko!!) ze Higgins jest jak Rożer wzorem do naśladowania. Hipokryzja do Rożerowej potęgi. - :)",0,0,0
Bencić: Medal dla Martiny i Rogera,"Martina Higgins, gdy grała była obok Moniki Seles najbardziej znienawidzoną tenisistką przez niemieckie, amerykańskie, angielskie media i polski Eurosport vide Karol ""Bluzgi""Czytaj całość
 Stopa. Dziś młody Rafał Motyka, aby obowiązkowo jakoś wylizać przegranemu w ostatnich latach Rożerowi, propaguje bezkrytycznie między innymi ""złotą myśl"" ograniczonej Bencic ( co za szwajcarskie nazwisko!!) ze Higgins jest jak Rożer wzorem do naśladowania. Hipokryzja do Rożerowej potęgi. - :)",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.Karol dziękuje.",0,0,0
Bencić: Medal dla Martiny i Rogera,"Ponoć żona naszej wioslarki zdobyła medal  dla żony Rożera i Karola, Bluzgi ""Stopa.",0,0,0
Nie obchodził Niemców. Teraz to bohater,"Dla Zvereva ten medal jest ważny z różnych względów. W Niemczech był źle traktowany. Może teraz to się zmieni.... Ale niech nie zapomina, że laska mediów i kibiców na pstrym koniuCzytaj całość
 jeździ ...",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Dziwne to zaczyna być to, że Rafa coraz częściej wypowiada się co do Dżokera, coś mu coraz bardziej przeszkadza najwyraźniej. Tylko czy naprawdę samo zachowanie Dżokera, xzy możeCzytaj całość
 jakiś inny fakt? ;D ;D",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"@annaadamczyk1: Przyczyna jest prosta. Gdy zamieszczam jeden raz komentarz, po kilku minutachZAWSZE jest  ( niezgodnie z polskim prawem o braku cenzury) usuwany, i często dostaję bana. GdyCzytaj całość
 wkleisz komentarz kilkadziesiąt razy, spółka Motyka & Smoliński jest zbyt leniwa, aby usunąć wszystkie komentarze, ( łamiąc przy okazji polskie prawo). Najwyżej dają bany. Tak spółka Motyka & Smoliński zniszczyła innych komentatorów np. ""fankę Rożera"".",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"@annaadamczyk1: Przyczyna jest prosta. Gdy zamieszczam jeden raz Akomentarz, po kilku minutachZAWSZE jest  ( niezgodnie z polskim prawem o braku cenzury) usuwany, i często dostaję bana. GdyCzytaj całość
 wkleisz komentarz kilkadziesiąt razy, spółka Motyka & Smoliński jest zbyt leniwa, aby usunąć mój komentarze, ( łamiąc przy okazji polskie prawo). Tak spółka Motyka & Smoliński zniszczyła innych komentatorów np. ""fankę Rożera"".",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"@Hoe Eye: nie wiem jaka jest przeszkoda umożliwiająca Ci jednokrotne umieszczanie identycznych komentarzy, ale usuń ją. Łatwiej i ciekawiej będzie jeśli każdy zamieści swój komentarzCzytaj całość
 jeden raz.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"@Nautilus: zapomniałeś dopisać, że takich ""incydentów"" na igrzyskach doświadczyło wielu tenisistów - Medvedev, Zverev, Busta, Rublov, Shwartzman   itd... poza tym co by nieCzytaj całość
 powiedzieć o Djokoviciu, to akurat on przegrywać potrafi najlepiej z big3 - mało który gracz tak ładnie zachowuje się w stosunku do przeciwnika jak Djokovic.  Widziałeś jak gratulował zwycięstwa Zverevovi i  Buście, czy odwróciłeś wtedy wzrok?
Poza tym łączenie łamania rakiet z nieumyślnym uderzeniem piłką sędziego sprzed roku mówi wiele o Twoich intencjach . ..  no cóż ...",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Nadal zaskoczony zachowaniem Djokovicia,"Jak słusznie drąży temat Rafał Motyka, szczujacy od lat na Djokovicia i jego rodzinę, Nole powinien zachowywać się tak, jak idol z dzieciństwa Motyki Rożer Federer i jego guru Karol, ""Bluzgi"" Stopa., świetny ""komentator"", wzór dla Rafała Motyki.",0,0,0
Ranking: Świątek cały czas wysoko,I pewnie ze szczęścia Świątek teraz szlocha...,00,1,0
Ranking: Świątek cały czas wysoko,"Interesujące jest też spojrzeć na h2h Igi z tych ostatnich turniejów. Po Rzymie. Weźmy nawet obie pozycje: ogólny ranking i race. Iga nie wygrała w tych turniejach z nikim z top24.Czytaj całość
 Natomiast wygrała z Kontaveit (to ostatnia topowa zawodniczka z którą wygrała) na RG. Anett jest 24 w Race i 27 w ogólnym. To potwierdza tezę że aktualna pozycja Igi jest w najlepszym przypadku okolicach 25 miejsca. Jej ranking ogólny opiera się przede wszystkim na 2000 punktach za RG2000 (polecą w październiku), a Race na punktach za Rzym i Adelajdę. Za ostatnie turnieje mało punktów. Od RG włącznie jej forma spada. Ostatnim bardzo dobrym meczem z topową zawodniczką był właśnie ten w.wym. z Anett Kontaveit. Poza tym były jedynie zwycięstwa z zawodniczkami z dalszych miejsc rankingowych. No nic, liczmy na poprawę w USA bo z tą obecną formą będzie ciężko utrzymać się nawet w top20.",0,0,0
Ranking: Świątek cały czas wysoko,"PS: Bez prawie 2000 punktów za RG2000 (polecą w październiku) Iga jest koło 25 pozycji. Myślę, że ta pozycja ok top25 odpowiada dość dokładnie jej obecnym wynikom i jej obecnej
formieCzytaj całość
 (RG, Eastbourne, Wimbl, IO). By pozostać w Top10(zresztą również w Race) musiałaby zrobić dobre wyniki w USA. Na to mam nadzieję.",0,1,0
Ranking: Świątek cały czas wysoko,W live na 7 bo poleciały punkty za Rogers Cup 2019 i Bianca spadła za Igę na ósmą.,0,1,0
Ranking: Świątek cały czas wysoko,Dajcie już sobie spokój z tymi odbijaczami piłeczki.Ile są warci przekonaliśmy się w Tokio.,0,3,3
Znów kontrowersje w F1,"Przecież i Max i Perez mogą to samo zrobić za taką samą karę.Do tego prowadzą sedziowie FIA.Mało tego , że to ogromna niesprawiedliwość to jeszcze śmieszne kary...10 sekund dlaCzytaj całość
 Hamiltona i 5 pozycji dla Bottasa....żenua.",0,0,0
Co z Kubicą w F1? Padł termin decyzji,Pan Robert to powinien juz jakims ekspertem zostac czy co..niedlugo bedzie juz tylko posmiewiskiem,0,0,0
Co z Kubicą w F1? Padł termin decyzji,"He he he , Kubica staje się ""legendom"" Kuczery ,a następnym razem to będzie zbiórka na pomnik...",0,0,0
Co z Kubicą w F1? Padł termin decyzji,"czyli nic nowego, ale nie zdziwie sie, ze osrajtkowi sie w koncu uda, on potrzebuje dobre newsy o sobie, bo ostatnio jest cienko...",0,0,0
Co z Kubicą w F1? Padł termin decyzji,a może bajtek weźmie go na polewoja przy dystrybutorze ?,0,1,1
Co z Kubicą w F1? Padł termin decyzji,"Ta nie kończąca się saga WP SF o powrocie R. Kubicy do ścigania w F1, ma podłoże wręcz DEWIACYJNE(!!!) i porównywana jest z ...  rokroczną sagą zmiany barw klubowych przez R.Czytaj całość
 Lewandowskiego. To wszystko powoduje że NIE CHCE MI SIĘ JUŻ WIĘCEJ Was czytać - bo dostaję odruchów wymiotnych.",0,1,1
Co z Kubicą w F1? Padł termin decyzji,"kibuca czuje pissmo swoim wielkim  nochalem ze nic z tego jego latania po torach raczej nie bedzie,in my opinion...czas zeby sie przebranzowil,moze jakis sklepik z pamiatkami,knajpa zCzytaj całość
 maca&cholent..swoja droga,cholent jest naprawde OK,spozywalem bardzo dawno temu  w Krakowie,knajpa nazywala sie ariel,zaskakujaco dobra gesina.  :)",0,1,2
Co z Kubicą w F1? Padł termin decyzji,Każdy pretekst pozwala redaktorowi spowodować czkawkę Kibicy i Orlenu z Obajtkiem!   ;),0,1,1
Koronawirus spustoszył organizm mistrza?,Lewis zacznij jeść mięso i problemy znikną.,0,0,0
Koronawirus spustoszył organizm mistrza?,"Komentarze kosmitów, o tym że koronawirusa nie ma. 
3 - 2- 1- Start!!!",0,0,0
Koronawirus spustoszył organizm mistrza?,Szczególnie mózg mu spustoszył,0,1,0
Aston Martin się nie poddaje ws. Vettela,Normalna kombinacja by Hamilton był jak najwyżej.FIA dalej działa.,0,1,0
Dramat Vettela! Dyskwalifikacja z GP!,"Skasowanie rywala - żałosne 10 sekund kary.
Zniszczenie komuś wyścigu - żałosna kara 5 miejsc na starcie i 2 punkty karne.
Przejechanie linii do pit stopu - 5 sekund kary.
PrzekroczenieCzytaj całość
 prędkości w alei serwisowej - kara stop&go.
Za mało paliwa - dyskwalifikacja.
Blokowanie podczas okrążenia kwalifikacyjnego - NIC!

Leśne dziady(bo tak trzeba ich nazwać po imieniu) FIA to osoby które nie powinny mieć tych stanowisk. F1 nie ma już kompletnie nic ze ścigania bo pierwsze skrzypce grają tylko FIArcedes, FIAmilton i leśne dziady FIA.",0,3,0
Dramat Vettela! Dyskwalifikacja z GP!,"Po co mieszać w to koszulkę i łączyć reprymendę sędziów za LGBT z dyskwalifikacją za brak paliwa. Z tekstu można wyczytać, że reprymenda za LGBT też była powiązana zCzytaj całość
 dyskwalifikacją. Uczysz się Kuczera dziennikarstwa tutaj ?",0,0,0
Alfa Romeo nie uczy się na błędach,"""Koszmar zespołu Roberta Kubicy"" - dobrze, że w artykule nie ma niczego o Kubicy. To jest popis tytułowymyśliwacza - dostaje pewnie premię za napisanie słowaCzytaj całość
 ""Kubica"".
Jest gra słowna, w której trzeba mówić ""pomidor"".",0,0,0
Vettel ukarany. Za koszulkę LGBT,Fetel to kukold niestety ;),0,0,0
Vettel ukarany. Za koszulkę LGBT,Co za homofoby tu się wypowiadają??,0,0,1
Vettel ukarany. Za koszulkę LGBT,"Vettel jako sportowiec skończył się kilka lat temu. Wie, że w sporcie nic już nie osiągnie, a chce, żeby o kim nadal było głośno. Żenada...",0,5,3
Vettel ukarany. Za koszulkę LGBT,"degeneraci są w każdym środowisku. trzeba dawać odpór, bo gnojowica się rozlewa i cuchnie niemiłosiernie.",0,2,2
Vettel ukarany. Za koszulkę LGBT,"A dlaczego Hamilton nie zostal ukarany nawet reprymenda kiedy zdjal koszulke z napisem Black Lives Matter, a pod spodem mial inna koszulke, z napisem nawiazujacym do smierci czarnej kobiety wCzytaj całość
 mieszkaniu, rzekomo zastrzelonej przez policjantow  ??? :)   Jak widac sa rowni i rowniejsi :(",0,5,0
Vettel ukarany. Za koszulkę LGBT,"A my żyjemy w polska i nas to nie obchodzi, bo my mamy pis.",0,0,1
Vettel ukarany. Za koszulkę LGBT,"A ja się pytam dlaczego on i jemu podobni nie robi takich gestów np. w Abu Zabi lub Bahrajnie. Odpowiedź jest prosta, nie mają odwagi. Gdyby zrobił coś takiego w krajach arabskich toCzytaj całość
 przykre konsekwencje spotkałby nie tylko jego i jego zespół, ale także samą F1.",0,8,3
Vettel ukarany. Za koszulkę LGBT,A czy Ventyl już jest po swoim komik ałcie?,0,5,3
Robert Kubica już nie jest ostatni,"Na siłę aby tylko coś o Kubicy napisać, nie ważne co.",0,0,0
Robert Kubica już nie jest ostatni,"Kuczera pomysł na ""artykuł"" o Kubicy imponujący...:))) Z d..py z czapy czy z kosmosu.",0,0,0
Robert Kubica już nie jest ostatni,No w końcu Russel ukisił jakieś punkty i może spokojnie udać się na ustawki do Mercedesa ale Latifi i tak lepszy,0,0,1
Sędziowie bezlitośni dla Bottasa,"Valtieri melduje wykonanie zadania !!!! Max wyeliminowany , czarna małpa może spokojnie wygrać.",0,0,0
Sędziowie bezlitośni dla Bottasa,"Śmieszna kara 5 pozycji do tyłu, bez problemu może to odrobić nawet na pierwszym okrążeniu najlepszym bolidem w stawce. Dyskwalifikacje jego to najsprawiedliwsza kara!!!",0,0,0
Sędziowie bezlitośni dla Bottasa,"""Bezlitośni""? No bez jaj. Gość praktycznie wyeliminował z wyścigu 4 kierowców (w tym jednego walczącego o mistrzostwo i jednego znajdującego się obecnie na trzecim miejscu wCzytaj całość
 klasyfikacji ogólnej) i to jest ""bezlitosna"" kara? Porównajcie sobie tę karę z karami (czasowymi i punktowymi), które dostawali kierowcy w tym sezonie za drobne przewinienia (incydenty wyścigowe, najechanie linii zjazdu do alei serwisowej itp.) i cholerną DYSKWALIFIKACJĄ Vettela za nieprzepisową ilość paliwa do kontroli. To jest jakiś cyrk, ręce opadają.",0,1,0
Sędziowie bezlitośni dla Bottasa,"Vijderst, w dychę trafiłeś z opisem tej parówy :) One shot shit ma ostre rozsiane zapalenie mózgu. Na to już nie ma lekarstwa. Tak samo jak nie ma szczepionki na głupotę. Tu już tegoCzytaj całość
 d#ebila nikt nie czyta. Wije się ten płaz, pluje jadem i wyzywa innych od czopów. A tak naprawdę bidok jest starym koniem, który się jeszcze nawet nie usamodzielnił. Wciąż ćw@ok mieszka u rodziców i żyje na ich garnuszku. A do tego jest alkoholikiem ze zniszczoną wątrobą. Ta gnida próbuje się tu dowartościować, bo wszyscy wokół traktują go jak śmiecia@.",0,2,0
Sędziowie bezlitośni dla Bottasa,"Paz zrobil swoje, praktycznie wyeliminowal za jednym zamachem obydwa bolidy Red Bull, (a ze przy okazji ucierpieli inni kierowcy, to juz nie ma zanczenia) a o to przeciez chodzilo :)  A to, zeCzytaj całość
 cofna Go o 5 miejsc w Spa, to juz male piwo, On sie cieszy, ze jest dobrym parobkiem i za do Mu placa :(  Zadnej ambicji u tego faceta :( 
Nie ma sie co dziwic, ze kiedy Rosberg jezdzil w Mercedesie, to stosunki miedzy Nim i LH byly na ostrzu noza bo Nico nie pozwolil tak soba pomiatac, i jak trzzeba bylo stanac okoniem, nie to robil.",0,4,0
Sędziowie bezlitośni dla Bottasa,"Kara śmieszna, w incydencie pośrednio wyleciało 4 kierowców a ten giermek dostanie karę przesunięcia o 5 miejsc na starcie z najszybszym samochodem w stawce, zawieszenie na 1 wyścig naCzytaj całość
 pewno dałoby do myślenia następnym razem a przy tej karze tylko wjeżdżać bez konsekwencji w konkurentów aby umożliwić zdobycie tytułu swojemu Panu.",0,5,0
Sędziowie bezlitośni dla Bottasa,Jest biały to można go ukarać.Kara dla czarnego to rasizm.,0,5,1
GP Węgier wywróciło sytuację w F1,"Jest klasyfikacja kierowców, ale nie widzę drajwera błyskawicy. Gdzie jesteś Robert? Wujek nie opłacił żetonów na karuzelę? Srebrników zaczyna brakować?",0,0,1
GP Węgier wywróciło sytuację w F1,"Nic dziwnego że prowadzi najpierw Hamilton ustrzelił Verstapena a dziś Botos ustrzelił Verstapena.Za takie zagrywki Mercedes powinien zostać surowo ukarany ! Botas kara 5 pozycji a HamiltonCzytaj całość
 10 sek przy zmianie opon -śmiechu warte.",0,2,2
Rozpoznajesz polskie i światowe legendy?,No patrzcie a ja cały czas myślałem że Małachowski jest dyskobolem. :),0,0,0
Rozpoznajesz polskie i światowe legendy?,11 trafnych  cztery pudło.,0,0,0
Egipt mknie jak burza w piłce ręcznej,"Z całym szacunkiem dla sportowców , ale grupa B to grupa wakacyjna i w ćwierćfinałach  to sie okaże !",0,0,0
Remili błysnął w ofensywie,WEDLUG MOJEJ WIEDZY WISLA PLOCK MA ZOSTAC MISTRZEM POLSKI W............2099r .....kręci juz film podobno George Lucas,0,2,1
Remili błysnął w ofensywie,"1947.......a czemu akurat w czwartek piszesz z tego konta,,,,,,,dzis napisz z konta 102 hhhhaaaa,,,nie znasz goscia?
ok ja tez nie znam....tylko wiem ze nadaje z konta ze wsi spod BILGORAJU,,,,Czytaj całość
 tak jak ty...czy ty czasem nie jestes Sołtysem?",0,1,0
Remili błysnął w ofensywie,Przegrywy z LM poniżone przez emerytów z Nantes piszą coś o pucharach europejskich :P No ludzie kochane.,0,1,0
Remili błysnął w ofensywie,@z tumskiego wzgórza 102: to kiedy gracie te eliminacje do pucharu pasztetowej? :),0,2,0
Remili błysnął w ofensywie,"No przecież Złoty Leżak kiedyś pod artykułami o Mistrzostwach Świata kobiet pisał o Wiśle :D Ci kolesie podejrzewam że jak na wakacje jadą to dokupują potrójny pakiet roamingu żebyCzytaj całość
 śledzić to co się dzieje w klubie z Płocka buehehe",0,1,3
Remili błysnął w ofensywie,Płaczek ogląda mecz (o ile ma w piwnicy zasięg) z REMILIM ale nic go to nie obchodzi bo on myśli w tym momencie o Wiśle :P Co za obsesja.,0,1,0
Remili błysnął w ofensywie,Uderz w stół a nożyce.... frustracja u przegrywów sięga zenitu ! I to mi się podoba.,0,0,0
Remili błysnął w ofensywie,"To fajnie masz w piwnicy jak myślisz o Wiśle czytając artykuł o występie Francji na IO. Boisz się tych przenosi co? To już postanowione, po prostu byłeś za słabym kibicem żebyCzytaj całość
 utrzymać Bertusa",0,1,1
Remili błysnął w ofensywie,"Wiem , że Remili dołączy do Iskierki dopiero za rok , ale przegrywy już się trzęsą z przerażenia i nie śpią po nocach. Znając życie zaraz coś napiszą o Bertusie i jego planachCzytaj całość
 przeniesienia klubu do Warszawy. Buahahaha. No cóż jak się nie ma żadnych argumentów czysto sportowych to pozostaje snucie teori spiskowych !",0,1,1
Nowy gracz Łomży Vive już opuści Kielce,"Monte Cristo dostał białej gorączki a tymczasem Bertus na Twitterze znowu płacze że mu pieniędzy mało :P Czy ten facet myśli o czymś innym niż o $? Wenta, daj mu wreszcie ten zasiłekCzytaj całość
 bo przecież chłopina się odwodni od tego ciągłego płaczu!",0,0,0
Nowy gracz Łomży Vive już opuści Kielce,"Tatusia oszukasz , mamusię też oszukasz , ale rzeczywistości nie oszukasz ! Możesz się odszczekiwać i wypisywać bzdury , w które sam nie wierzysz , ale prawda jest taka że twoja WisłaCzytaj całość
 zdechła ! A najlepsze jest to , że ty doskonale zdajesz sobie z tego sprawę i tymi bzdurami , które wypisujesz próbujesz podnieść sobie morale . Spójrz prawdzie w oczy , jesteście skończeni i nawet EHF nie traktuje was poważnie.",0,2,1
Nowy gracz Łomży Vive już opuści Kielce,"@Mikady w którym miejscu. Prezes Żółtych grozi wyprowadzką jak nie dostanie kasy? Grozi. Wyniósł się sam do Warszawy razem ze swoimi firmami i podatkami? Wyniósł. Łomża nie możeCzytaj całość
 wygrać już z Wisłą? Nie może - spójrz na górę strony , tam jest wynik ostatniego meczu. Wisła wzmocniła się 4 etatowymi , podstawowymi i aktualnymi zawodnikami swoich reprezentacji? Wzmocniła się. Więc nie płacz. A jak cię boli trollownia tutaj to zacznij od swojej, domowej.",0,0,1
Nowy gracz Łomży Vive już opuści Kielce,"Nie z żadnych Kielc tylko z Łomży (z tą nazwą i z tym miastem jest już kojarzony żółty klubik) a wkrótce - z Warszawy :) Możesz się faflunić, możesz się zapluwać aleCzytaj całość
 nieuniknionego nie zatrzymasz. Ale nie przejmuj się. Miesięczny na PKS sobie kupisz , będziesz dojeżdżał, zresztą wylotówka na Warszawę to w niedzielę pełna jest kieleckich słoików którzy uciekają gdzie tylko mogą. Boli cię po prostu że Wisła (z którą i tak już nie potraficie wygrać) wzmocniła się 4 etatowymi reprezentantami swoich krajów i jest faworytem w nadchodzących rozgrywkach. Ale będzie grillowańsko trolli. A podobno ""mieliśmy zniknąć"". Buahahahaha. Wieczna beka z memów.",0,0,1
Nowy gracz Łomży Vive już opuści Kielce,"Naczelny błazen nie może zcierpieć , że 4 zawodników z Kielc występuje na igrzyskach , a patałachy z jego upadłego klubiku olimpiadę mogą co najwyżej oglądać w eurosporcie. ZaCzytaj całość
 słabi na olimpiadę , za słabi na mistrzostwo Polski , za słabi na puchar Polski , za słabi na puchar przegrywów . Jedynie do tarcia chrzanu się nadają , chociaż w to też wątpię !",0,1,1
Nowy gracz Łomży Vive już opuści Kielce,"@Mikady - pewnie odniesie się zaraz po tym jak zajmie się łomżyńskimi regularnymi trollami i prowokatorami takimi jak Złoty Bogdan który od 10 (!) lat ujada tutaj na Wisłę ale jakoś ciCzytaj całość
 to nie przeszkadza. Obłudniku.",0,0,0
Nowy gracz Łomży Vive już opuści Kielce,"""Nawet nie zdążył dobrze poznać miasta, a już czeka go podróż na drugi koniec świata.""
W Łomży to nie pierwszyzna , Potężny Haukur (o którego Łomża biła się naCzytaj całość
 pięści z całym światem) jest zawodnikiem tego klubiku od ponad roku a na Podlasiu spędził.... kilka dni. W tym ostatni ""wyjazd"" to było nakręcenie klipu wideo LOL :P",0,0,1
Nowy gracz Łomży Vive już opuści Kielce,"W Hiszpanii robi się to co u nas czyli najstarsi odchodzą a nie ma następców. Kiedy mieli silną ligę to ci młodzi mieli się gdzie rozwijać, potem nastąpił exodus trenerówCzytaj całość
 hiszpańskich, spadły budżety klubów itd. Nie ma następców Entrerriosa, Sarmiento, Canellasa, teraz największą ich silą jest 2 świetnych bramkarzy oraz aktywna obrona. W ataku już nie jest kolorowo, przesuwanie Alexa na środek rozegrania, odkurzenie Gurbindo, przeciętny Maqueda. Gdyby Dani był zdrowy to by występował w pierwszym składzie i do tego bardzo dużo, MŚ grali głównie Dani-Raul-Alex + zmiany.",0,1,0
Nowy gracz Łomży Vive już opuści Kielce,"A ""gladiatora"" nie dowołali? No co ten Jordi Ribera? Co on nafciarek nie czyta? :)",0,4,0
Nowy gracz Łomży Vive już opuści Kielce,"Hiszpania bez morrosa nic nie ugra, dzisiaj przegrała z Francuzami 31:37. Francuzi grają bardzo dobrze tylko dlatego że funkcjonuje u nich lewe rozegranie - jest Nguessan, który byłCzytaj całość
 kontuzjowany na MŚ i Karabatic. Na poprzednim turnieju grali tam przeważnie lagarde i acquevillo, więc nie ma tutaj porównania. Stawiam na finał Francja- Dania.",0,1,0
Nowy gracz Łomży Vive już opuści Kielce,"Wróci z medalem do Kielc tak jak jego koledzy. Bardzo mocni są Duńczycy, również Francuzi. Szwedzi mimo takiej sobie postawy, wygrywają i będą zaliczani do faworytów. Miejsc tylko 3.Czytaj całość
 Moja trójka to Dania, Hiszpania, Szwecja.",0,3,0
To będzie przepis na złoto?!,"Poczekajcie trochę. Wiem, że chodzi o szybkie zamieszczenie reklam przez SF, jednak poczekajmy jeszcze. A skąd ona wie o niesamowitym wsparciu? Jej nie chodzi o nas jako kibiców. Ona piszeCzytaj całość
 do konkretnych firm i osób - coś za coś...",0,0,0
Cyrk podczas finału rzutu dyskiem kobiet,"""Co one wyprawiały"", redaktorku???

Wyprawiali owszem, ale durni sędziowie, nakazując rzuty w takich warunkach. Aż szkoda że żaden nie oberwał dyskiem w pusty baniak.",0,0,0
Cyrk podczas finału rzutu dyskiem kobiet,"ważne ,ze wygrala Amerykanka a nie Niemka",0,0,1
