article,comment,is_positive,thumbs_up,thumbs_down
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)","Jako nastolatka grała w serialu pod tytułem chyba ""Anna"", wcielała się w siostrzenicę głównej bohaterki, dawne czasy, gdy oglądało się brazylijskie seriale... ",0,0,0
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)","Nie jest ani piękna ani utalentowana.Oglądałam ostatnio powtórki Zbuntowanego Anioła,gra aktorska na zerowym poziomie,sztuczna i drewniana.Lata temu tego nie zauważałam ale teraz to widzę.Głosik marny,piosenka tragiczna.Ale Facundo był boski.",0,3,4
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",W tej sepii troszkę jak Sophie Marceau. ,0,1,1
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",Pudel...kurcze ileż można odgrzewać tego kotleta? Systematycznie wrzucacie o niej artykuły o podobnej treści...trochę inwencji,0,2,1
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",Nos zoperowany,0,7,1
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",Ona była piękna jest i będzie ❗,1,11,4
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",Piekna i utalentowana,1,5,2
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",Bardzo ładna kobieta 👍,1,9,2
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",Iwo <3 !   ,0,7,0
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)","Pudelek, ludzie maja IG,daj cos od siebie",0,15,2
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)",Jedyny serial tasiemiec którego dało się oglądac przebrnąc Od 1do ostatniego odcinka ,0,35,1
"Natalia Oreiro pokazuje, jak wyglądała jako 14-LATKA: ""Zaniedbywałam naukę"" (ZDJĘCIA)","Wczoraj na komplikacje po covidzie zmarł aktor, który grał Ramona:(",0,16,2
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","w wyniku wybuchu powstania zginal caly kwiat mlodziezy warszawskiej i inteligencja, a na dodatek miasto zostalo przez to zrownane z ziemia.",0,751,115
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""",Patointeligencja,0,402,221
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","Fajny ojciec. Inteligentny, wyluzowany. Widać, że mają więź z synem.",1,733,556
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""",Mądrze rzekł!,1,476,304
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""",Tak a potem wybuchnie wojna i wszyscy pojadą na emigracje i będą pozować na istagramie z karteczkami i hasztagami jak to wspierają Polskę.,0,121,14
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","Po to wrogowie wymordowali zdolnych , mądrych ludzi aby takie Maty były profesorami...",0,0,0
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","Tu się zgadzam. Żyjmy, a walczyć niech idą ci, którzy wywołali wojnę. I tylko oni.",0,1,0
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""",Przywrócić obowiązkową służbę wojskową i do woja marsz!,0,2,0
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","PORAŻKA JEDNYM SŁOWEM, ZERO PATRIOTYZMU. KTO TO W OGÓLE JEST?!",0,12,12
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","prosty i mądry przekaz: dajcie sie zniewolić za możliwość chlania na schodkach, bo lepiej być niewolnikiem i żyć.",0,17,15
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","Mam 3 synów i powtarzam im w żadną wojnę nie dajcie się ""wkręcić""
PS. Starsza Pani zaczepiła mnie kiedyś na spacerze z synami i powiedziała bez ceregieli cytuje ""mięso armatnie"" Ona pamiętała wojnę. Moi rodzice i dziadkowie też. ",0,21,3
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""",brawo! Podpisuję się obiema rękami pod słowami Marcina Matczaka.,1,15,12
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""",Jak ktoś kiedyś napadnie na nasz kraj to na granicy puścimy mu piosenki Maty i wróg ucieknie w popłochu,0,28,21
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","Ani za Warszawę, ani za Wrocław, Gdańsk, Lublin, ani żadne inne miasto. Nich na wojnę idą ci, co ja wywołują. Historia pokazuje, że w konfliktach zbrojnych rzadko kiedy, choć się zdarza, giną przywódcy, generałowie. Ich rodziny i dzieci czasami walczą, ale częściej emigrują do bezpiecznych krajów (tak, organizują pomoc dla walczącej ojczyzny, ale życia nie narażają). Po wojnie wystawia się zbiorowe pomniki żołnierzom i indywidualne dowódcom. Znacie choć jeden pomnik szeregowego żołnierza? Aż się prosi, by przypomnieć tu wiersz M. Konopnickiej ""A jak poszedł król na wojnę"". Niestety ciągle aktualny. I tu apel do młodych: Nie dajcie się wciągnąć w żadną, ale to żadna wojnę. Miejcie każdą wojnę w d...ie. Macie jedno życie. Nie warto je tracić za cudze nietrafione decyzję. Czyńcie miłość nie wojnę!!!",0,53,9
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","Uwielbiam ojca, przystojny, i inteligentny...",1,20,23
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","yyyyyyyy...ale czy temu panu trzeba przypominać, że zostaliśmy zaatakowani?? ze musielismy sie bronić, bo nasi sąsiedzi chcieli nas wymordować i zająć ziemie? co za bełkot ludzie!",0,33,16
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","100% racji panie profesorze! Czapki z głów!. Młodzi powinni korzystać z tego, że są młodzi, a nie ginąć za przegraną sprawę. ",0,24,23
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""","Pudel nie kasuj komentarzy!! Wstyd wpadaj mlodziezy, ze pojscie na hot doga jest wazniejsze od obrony ojczyzny. Juz wiem czemu wyborcza go promuje. Obcy kapital zaciera rece na mlodych polakow ktorzy sprzedadza polske za bezcen i beda nikim. Pamietaj! Lepiej byc. Dozorcom w swoim kraju niz krolem na obczyznie. Ojczyzna jest najwazniejsza, a ten smiec- bo inaczej go nie nazwe nie ma za grosz  dumy.  Zenada. ",0,23,25
"Ojciec Maty pisze do fanów syna w rocznicę wybuchu Powstania: ""Nie umierajcie już nigdy za Warszawę. Żyjcie dla niej i w niej, idźcie na Schodki""",Co za bełkot. Filozof po kilku głębszych.,0,21,23
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Tą grotę to już nie jeden penetrował,0,1788,49
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Impreza tematyczna - sam plastik ,0,1027,30
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Widać po oczach na 6 zdjęciu co było grane :))),0,899,25
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Co ona zobaczyła w tym Mariuszu ?,0,486,56
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Wkrótce 40 ,0,401,51
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)","Natalia to najlepszy materiał na przyjaciółkę, bo elyty mają wszystkich gdzieś i nie można przy nich ani swobodnie i bezpiecznie się czuć .",0,0,0
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Oj ta grota spenetrowana była przez wielkie rzesze grotołazów....,0,2,0
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",To kto ją w końcu penetrował?!!!,0,1,0
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Kto to jest Natalia Siwiec? Jakaś aktorka?,0,1,1
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)","i to jest jedna z tych co nazywacie  gwiazdą , a u mnie latem takie gwiazdy na parkingu stoją",0,1,0
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Ale to nudne :(,0,2,0
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",nie rozumiem tej mody na chodzenie do restauracji i zasiadanie przy stole w samych trojkatach na biust… 🤮 co innego bar na plazy co innego grupowa kolacja i to do tego wieczorna 😂,0,7,1
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Czekam aż zaczną płakać bo nie maja kasy…,0,2,1
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)","Serio,kto jest jej obserwatorem i fanem????
KTO?
Biedny,zakompleksiony czlowiek,innej mozliwosci nie widze.",0,4,1
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)","Nudna jest,ona,nudny on.
Dobrze,ze mu peruka nie spadla :)))",0,4,1
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)","Po........ne, po co to publikować ,błazenada .",0,5,0
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)","Po........ne, po co to publikować ,błazenada .",0,1,0
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",robicie gwiazdę z nikogo. nie szkoda wam czasu i miejsca w stronie internetowej?,0,2,1
"Natalia Siwiec świętuje 38. urodziny, penetrując TURECKĄ GROTĘ: ""Czuję się SPEŁNIONA"" (ZDJĘCIA)",Bogatym się juz nudzi i wymyślają coraz to dziwniejsze imprezy.Pustka w sercach i w życiu,0,3,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Ta dziewczynka wuglada jak Ice-T 😂😂😂,0,6,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Normalne to nie jest,0,5,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Twarz ICE T w ciele małego dziecka ,0,4,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",ale podobna do ojca,0,3,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Trochę chore ,0,3,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Choreee...,0,2,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Na buzi dziecka bardzo wyraźnie wypisany styl życia rodziców...,0,0,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Mała skóra zdarta z ojca. Na karmienie 5 łatki piersia nie mam slow ,0,2,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Pytanie kto by nie lubiał ? ,0,0,1
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""","Ale sensacja
 No jej sprawa. Co to kogo obchodzi. ",0,2,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",ale podobna do ojca,0,3,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Normalne to nie jest,0,5,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Dziecko będzie miało zniszczone życie. Znajomi nie dadzą mu żyć. ,0,0,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Trochę chore ,0,3,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""","Corka to cały ojciec, jak zdarta skóra!",0,0,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Mała czysty ojciec 🤪,0,1,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Twarz ICE T w ciele małego dziecka ,0,4,0
"Coco Austin karmi piersią 5-letnią córkę: ""Lubi od czasu do czasu TAKĄ MAŁĄ PRZEKĄSKĘ""",Ta dziewczynka wuglada jak Ice-T 😂😂😂,0,6,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",No i co z tym zrobimy? Pytam się Was dzisiaj? ,0,103,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","„interpunkcji nie użyłam celowo, by podkreślić powagę sytuacji JAKBY CO” Aha, ciekawy zabieg stylistyczny, od razu wzięłam ją bardziej serio xD ",0,103,2
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","Nie użyła interpunkcji specjalnie, żeby podkreślić jaka jest mądra 😆 Miron Białoszewski dziejących czasów 😄",0,87,2
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",Telefon nie poprawił . Oj oj ,0,49,1
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","Niestety, ale coś takiego jak pisownia  zaprzeczenia ""nie"" jest kompletnym kosmosem dla Polaków, a już z przymiotnikiem to właściwie 90% robi błędy. Tak samo końcówki ""ą"", ""om"", po prostu dramat. ",0,31,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",Bardzo konsekwentnie unika używania znaków interpunkcyjnych :),0,0,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",Nie doprecyzowała w której klasie tą piątkę miała. ,0,0,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",Przynajmniej wiemy że nie kupiła wykształcenia 😁,0,3,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",Ale czepialstwo,0,0,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","Stanę w jej obronie. Gdyby pisała to zdanie odręcznie, nie zrobiłaby tych błędów. Pisanie na telefonie nas rozleniwia. Autokorekta potrafi być wredna i przekręcać prawidłowe wyrazy, ponadto nie poprawiła wyrażenia ""nie ważne"" na ""nieważne"" ponieważ ""nie"" jak i ""ważne"" nie zawierają same w sobie błędów. Język polski był mordowany najpierw przez telewizję i reklamy, a teraz dogorywa dobijany przez smartfony. Zejdźmy z Natalki. Wszyscy jesteśmy ofiarami technologii.",0,5,3
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","Brak interpunkcji zwiększa powagę?? Może był problem, gdzie jej użyć, a nie celowe działanie..",0,3,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","Polacy to jednak dziwny naród... Większość mówi wsiąść, przyszłeś itp., ale jak ktoś popełni błąd to sami filolodzy polscy się ujawniają... No cóż, cudze błędy to nie to samo co własne...",0,7,1
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","Stanę w jej obronie. Gdyby pisała to zdanie odręcznie, nie zrobiłaby tych błędów. Pisanie na telefonie nas rozleniwia. Autokorekta potrafi być wredna i przekręcać prawidłowe wyrazy, ponadto nie poprawiła wyrażenia ""nie ważne"" na ""nieważne"" ponieważ ""nie"" jak i ""ważne"" nie zawierają same w sobie błędów. Język polski był mordowany najpierw przez telewizję i reklamy, a teraz dogorywa dobijany przez smartfony. Zejdźmy z Natalki. Wszyscy jesteśmy ofiarami technologii.",0,10,2
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",No i nie ważne że z polskiego była piątka.....,0,2,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""","bardo ładna , a błędy ? kto ich nie robi ",0,5,1
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",No sprawa wagi państwowej ,0,1,1
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",Straszne! Koniec świata…,0,2,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",O muj Borze nie wieżę jak morzna takie blendy robić ,0,7,0
"Natalia Szroeder tłumaczy się z błędu ortograficznego: ""Miałam PIĄTKĘ Z POLSKIEGO""",I co my z tą wiedzą teraz zrobimy?,0,1,0
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"Przywitały się jak cała reszta zawodniczek z rodzinami? Czy to, że są w związku jednopłciowym musi być od razu słodkie? Napiszcie dla równouprawnienia osobny artykuł o przywitaniu każdej z zawodniczek... Ech...",0,492,14
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"a czemu nie pokazujecie mezow rzucajacych sie w ramiona pan? Sami robicie artykuly o ludziach LGBT i w ten sposob wyciagacie ich na swiecznik zamiast przyjac ich istnienie za norme. Pudelek, jestes homofobem skoro dziwi Cie, ze kobieta ma dziewczyne?",0,458,14
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"Dajcie Kasi spokój. To jest normalna, bardzo sympatyczna dziewczyna. Nie zasługuje żeby pisać o niej na pudełku i szukać sensacji. Zanim zdobyła medal czy kogoś obchodziło czy ma dziewczynę czy chlopaka? NIE. I tak powinno zostać. Nie szukajcie sensacji tam gdzie jej nie ma.",1,344,28
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"Sport powinien być czysty tzn. nie można go wykorzystywać do polityki oraz afiszować się w nim swoją orientacją! Nie mam nic do LGBT, ale nie zgadzam się na afiszowanie się jak wyżej i oczekiwanie na poklask.....Jeśli jest to sprawka dziennikarzy,że nakręcają tą spiralę nienawiści należy z naszej kadry wykluczyć wszystkich z LGBT i będzie spokój!",0,263,41
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"Mam już dość tej baby , robi taki cyrk z siebie. Dajcie spokój, zupełnie przyćmiła sam fakt, że ten medal zdobyły. Koleżanki są jej pewnie wdzięczne, że dzięki jej happeningowi znamy tylko jej nazwisko, a reszty dziewczyn nawet nie kojarzymy.",0,316,98
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),Cudowna jest:),1,0,0
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),Kasia jest po prostu śliczna! Nie mogłam się na nią napatrzeć gdy udzielała wywiadów. Ma przepiękne oczy! Magnetyczna! ,1,1,1
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),Ohydne.,0,1,2
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),To Juz nudne sie stalo. Nie tylko one sie w Italy na lotnisku🙄🙄🙄,0,1,0
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"Napra dr trzeba o tym osobny artykuł? Nie wystarczy, że wróciły. Nie obchodzi mnie kto z kim śpi. Niech jest szczęśliwy i niech jest dobrym człowiekiem. To jest homofobia, robienie cyrku z życia świetnego sportowca. Pudel przestań.",0,2,0
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"Powinna mieć na imię Krzysztof, bardziej by pasowało do jej wizerunku i aparycji.",0,5,4
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),Chłopa im trzeba 😂🤣,0,9,8
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"W JAKIM CELU O NICH PISZECIE? SAMI PODGRZEWACIE ATMOSFERĘ I ROBICIE Z WYBORCÓW PIS HOMOFOBÓW, A TO NIEPRAWDA. PRACOWAŁAM 18 LAT Z KOBIETĄ LESBIJKĄ I CO Z TEGO?  NIE INTERESOWAŁO MNIE I NIE BOLAŁO CO ROBI PO PRACY, A JESTEM OSOBĄ O POGLĄDACH KONSERWATYWNYCH I ZAWSZE GŁOSUJĘ NA PIS!!!",0,12,3
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"Przecież te tematy wyciągają i drążą zas...ni pismacy. Nic innego nie potrafią, to skrobią. A my nie lepsi, bo się tym interesujemy i podniecamy. Jakby było czym.",0,1,0
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),W jakim celu jest to pdgrzewanie atmosfery i sztuczne napędzanie sensacji.,0,10,1
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"dobrze, że tego nie oglądałem!",0,4,7
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"No wszystko można zrozumieć tylko nie promowanie nienormalności. Czym tu się chwalić, no czym - skrzywieniem psychicznym???",0,6,8
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),"jeśli ma dziewczynę to znaczy, że gra rolę mężczyzny ( z jakiegoś powodu...). Dlaczego więc brała/ł udział w konkurencji sportowej z kobietami? A może by ktoś zbadał poziom testosteronu? Słabsze kobiety w takich konkurencjach przegrywają z silnymi rękami męskimi co widać na zdjęciu...................",0,13,13
Tokio 2020. Dziewczyna Katarzyny Zillmann RZUCA SIĘ W RAMIONA UKOCHANEJ po powrocie z igrzysk. Słodko? (ZDJĘCIA),czy emocje normalnych ludzi też będą tak szeroko komentowane?,0,6,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""","Pewnie zaprosili najbliższą rodzine babcie Elę, rodziców, rodzeństwo z rodziną, kuzynostwo. Koń by się uśmiał 🤣🤣🤣 A tak na serio teraz ich rodziną jest oprah i jej podobne medialne dziwolągi bo rodziny już nie mają.",0,34,1
"Meghan Markle planuje ""kameralną"" imprezę z okazji 40. urodzin. ""Zaprosi 65 osób, tylko najbliższych""",kameralny - pochodzi od słowa camera co znaczy pokój. :) jak ma w posiadłości pokój wielkości boiska do footballu to impreza na 65 osób będzie kameralna ,0,24,3
